"source_system","source_path","target_path","classification","confidence","reason","target_conflict","current_indexable","evidence_date"
"supabase-legacy-route","/intl/de-CH/p185-premium-polo-shirt","/intl/de-CH/p186-mens-premium-polo-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p186-cotton-chino-shorts","/intl/de-CH/p187-cotton-chino-shorts","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p187-casual-chino-pants","/intl/de-CH/p188-casual-chino-pants","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p188-lounge-shorts","/intl/de-CH/p189-lounge-shorts","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p189-casual-jogger","/intl/de-CH/p190-casual-jogger","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p190-womens-relaxed-t-shirt","/intl/de-CH/p191-womens-relaxed-t-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p191-womens-long-sleeve-top","/intl/de-CH/p192-womens-long-sleeve-top","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p192-womens-casual-blouse","/intl/de-CH/p193-womens-casual-blouse","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p193-womens-polo-shirt","/intl/de-CH/p194-womens-polo-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p194-womens-lounge-pants","/intl/de-CH/p195-womens-lounge-pants","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p195-womens-lounge-shorts","/intl/de-CH/p196-womens-lounge-shorts","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p196-womens-casual-jogger","/intl/de-CH/p197-womens-casual-jogger","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p197-womens-relaxed-set","/intl/de-CH/p198-womens-relaxed-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p198-womens-lightwear-cardigan","/intl/de-CH/p199-womens-lightwear-cardigan","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p199-womens-casual-zip-jacket","/intl/de-CH/p200-womens-casual-zip-jacket","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p200-unisex-crewneck-t-shirt","/intl/de-CH/p201-unisex-crewneck-t-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p201-unisex-pullover-sweatshirt","/intl/de-CH/p202-unisex-pullover-sweatshirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p202-unisex-zip-sweatshirt","/intl/de-CH/p203-unisex-zip-sweatshirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p203-unisex-lightweight-hoodie","/intl/de-CH/p204-unisex-lightweight-hoodie","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p204-unisex-lounge-set","/intl/de-CH/p205-unisex-lounge-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p205-unisex-fleece-jacket","/intl/de-CH/p206-unisex-fleece-jacket","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p206-unisex-casual-tracksuit","/intl/de-CH/p207-unisex-casual-tracksuit","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p207-unisex-oversized-t-shirt","/intl/de-CH/p208-unisex-oversized-t-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p208-kids-basic-t-shirt","/intl/de-CH/p209-kids-basic-t-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p209-kids-polo-shirt","/intl/de-CH/p210-kids-polo-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p210-kids-hoodie","/intl/de-CH/p211-kids-hoodie","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p211-kids-sweatshirt","/intl/de-CH/p212-kids-sweatshirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p212-kids-jogger","/intl/de-CH/p213-kids-jogger","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p213-kids-lounge-set","/intl/de-CH/p214-kids-lounge-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p214-kids-casual-tracksuit","/intl/de-CH/p215-kids-casual-tracksuit","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p215-mens-cotton-pajama-set","/intl/de-CH/p216-mens-cotton-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p216-mens-flannel-pajama-set","/intl/de-CH/p217-mens-flannel-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p217-mens-satin-pajama-set","/intl/de-CH/p218-mens-satin-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p218-mens-silk-pajama-set","/intl/de-CH/p219-mens-silk-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p219-mens-night-suit","/intl/de-CH/p220-mens-night-suit","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p220-mens-sleep-t-shirt","/intl/de-CH/p221-mens-sleep-t-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p221-mens-sleep-pants","/intl/de-CH/p222-mens-sleep-pants","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p222-mens-lounge-set","/intl/de-CH/p223-mens-lounge-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p223-mens-sleep-robe","/intl/de-CH/p224-mens-sleep-robe","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p224-mens-thermal-sleep-set","/intl/de-CH/p225-mens-thermal-sleep-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p225-womens-cotton-pajama-set","/intl/de-CH/p226-womens-cotton-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p226-womens-satin-pajama-set","/intl/de-CH/p227-womens-satin-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p227-womens-silk-pajama-set","/intl/de-CH/p228-womens-silk-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p228-womens-flannel-pajama-set","/intl/de-CH/p229-womens-flannel-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p229-womens-modal-pajama-set","/intl/de-CH/p230-womens-modal-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p230-womens-nightgown","/intl/de-CH/p231-womens-nightgown","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p231-womens-sleep-shirt","/intl/de-CH/p232-womens-sleep-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p232-womens-oversized-sleep-t-shirt","/intl/de-CH/p233-womens-oversized-sleep-t-shirt","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p233-womens-camisole-short-set","/intl/de-CH/p234-womens-camisole-short-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p234-womens-long-lounge-set","/intl/de-CH/p235-womens-long-lounge-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p235-womens-satin-robe","/intl/de-CH/p236-womens-satin-robe","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p236-womens-plush-robe","/intl/de-CH/p237-womens-plush-robe","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p237-womens-lace-trim-night-dress","/intl/de-CH/p238-womens-lace-trim-night-dress","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p238-womens-button-down-sleep-set","/intl/de-CH/p239-womens-button-down-sleep-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p239-womens-thermal-sleep-set","/intl/de-CH/p240-womens-thermal-sleep-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p240-boys-pajama-set","/intl/de-CH/p241-boys-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p241-girls-pajama-set","/intl/de-CH/p242-girls-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p242-kids-printed-pajama-set","/intl/de-CH/p243-kids-printed-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p243-kids-flannel-pajama-set","/intl/de-CH/p244-kids-flannel-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p244-kids-fleece-sleep-set","/intl/de-CH/p245-kids-fleece-sleep-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p245-kids-onesie","/intl/de-CH/p246-kids-onesie","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p246-kids-sleep-robe","/intl/de-CH/p247-kids-sleep-robe","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p247-kids-thermal-sleep-set","/intl/de-CH/p248-kids-thermal-sleep-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p248-hotel-bathrobe","/intl/de-CH/p249-hotel-bathrobe","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p249-spa-robe","/intl/de-CH/p250-spa-robe","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p250-waffle-robe","/intl/de-CH/p251-waffle-robe","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p251-luxury-guest-sleepwear-set","/intl/de-CH/p252-luxury-guest-sleepwear-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p252-hospitality-slipper-set","/intl/de-CH/p253-hospitality-slipper-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p253-hotel-pajama-set","/intl/de-CH/p254-hotel-pajama-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
"supabase-legacy-route","/intl/de-CH/p254-resort-lounge-set","/intl/de-CH/p255-resort-lounge-set","301","auto","Master product sequence and localized canonical-path alignment","no","no","2026-08-08"
